Date,Position,Team,Overall Rank (OR),Performance of Forecasts (RPS),Rank (Forecasts),Performance of Decisions (IR),Rank (Decisions)
03-25-2022,126.0,860fb4bb  evan.kang,116.5,0.19542,141.0,2.02653,92.0
03-25-2022,127.0,22dcdc75  VTAI,117.0,0.23376,150.0,2.27076,84.0
03-25-2022,127.0,9ddb66b4  FUW Patrol_STU,117.0,0.26068,154.0,2.37466,80.0
03-25-2022,129.0,c34d255b  IDSIA_STU,118.5,0.29525,162.0,2.56311,75.0
03-25-2022,97.0,190cb995  Placeholder,87.0,0.27354,159.0,4.07777,15.0
03-25-2022,131.0,ccb2bfb9  Quantmetry,120.5,0.18466,134.0,1.38618,107.0
03-25-2022,1.0,b4264c50  HTW Berlin,2.0,0.14258,3.0,5.66735,1.0
03-25-2022,139.0,d562f28c  Super3,126.0,0.18269,132.0,0.3861,120.0
03-25-2022,153.0,f5d74bfb  Bruce,134.5,0.1822,131.0,-0.77269,138.0
03-25-2022,133.0,dcc4c022  Porto,122.0,0.17606,128.0,0.74683,116.0
03-25-2022,135.0,89c29b7d  washi_wa_ou,122.5,0.16671,111.0,-0.58269,134.0
03-25-2022,136.0,66c4f4fd  M6 Submission1 Team RU,123.0,0.2608,155.0,2.07658,91.0
03-25-2022,137.0,cd4803dc  deathReaper0965,123.5,0.18317,133.0,1.05531,114.0
03-25-2022,137.0,4bcf288b  crazy_quan,123.5,0.16004,87.0,-2.3167,160.0
03-25-2022,139.0,6f6dc500  Evergi,126.0,0.17453,127.0,0.01285,125.0
03-25-2022,139.0,6954b3b1  buffet,126.0,0.32,169.0,2.28625,83.0
03-25-2022,142.0,917cb964  aggrwl,127.0,0.16769,113.0,-0.90482,141.0
03-25-2022,133.0,656bb49c  BayesianIsFun,122.0,0.16781,114.0,-0.22521,130.0
03-25-2022,143.0,48cf320f  ML6team,127.5,0.252,153.0,1.66661,102.0
03-25-2022,144.0,c674f84b  MORPHEMIC,128.5,0.16019,88.0,-3.04762,169.0
03-25-2022,145.0,66752bbc  Inve$t,129.0,0.19344,140.0,0.60621,118.0
03-25-2022,146.0,dd807d74  noname,129.5,0.16248,106.0,-1.61356,153.0
03-25-2022,147.0,98669526  Lion DS,130.0,0.32244,170.0,2.09653,90.0
03-25-2022,148.0,f250dfc3  AM naïve,131.0,0.28762,161.0,1.741,101.0
03-25-2022,149.0,c29fbf4f  idatafactory,132.0,0.1895,138.0,-0.02015,126.0
03-25-2022,149.0,5004c81c  BSel_STU,132.0,0.16944,120.0,-1.05972,144.0
03-25-2022,154.0,2bc96665  Command Line Heroes,135.0,0.22724,149.0,0.30541,121.0
03-25-2022,155.0,87852799  NAU,135.5,0.26536,156.0,0.78912,115.0
03-25-2022,166.0,538b0bb5  Olex,149.0,0.1892,137.0,-2.36224,161.0
03-25-2022,174.0,05cd7224  ma7,164.5,0.344,171.0,-2.12108,158.0
03-25-2022,157.0,96609938  JcBou,137.5,0.348,172.0,1.57759,103.0
03-25-2022,158.0,f743b142  SimpleBest,139.5,0.21622,146.0,-0.55194,133.0
03-25-2022,159.0,939398bd  handsome boy,140.0,0.168,115.0,-2.8523,165.0
03-25-2022,159.0,bfd7c457  Minore,140.0,0.16802,116.0,-2.61958,164.0
03-25-2022,161.0,84d63b80  forengeeks,140.5,0.17329,126.0,-1.85282,155.0
03-25-2022,162.0,bbb3c357  Galloping Gargoyles,142.0,0.17321,125.0,-2.13948,159.0
03-25-2022,163.0,12b14bfc  Drazencap,143.5,0.28752,160.0,-0.14142,127.0
03-25-2022,164.0,f4767b9c  M37,145.0,0.2733,158.0,-0.49992,132.0
03-25-2022,155.0,78cc44f1  RocketShip AI,135.5,0.22358,148.0,0.08763,123.0
03-25-2022,165.0,59405297  Hamid,147.0,0.3,163.0,-0.24749,131.0
03-25-2022,167.0,47dc617b  gmobaz,149.5,0.38278,175.0,0.06195,124.0
03-25-2022,168.0,c47b9db1  Numerical Stochastics,152.5,0.199,143.0,-2.36693,162.0
03-25-2022,169.0,7589718c  DeepFuture,157.0,0.19748,142.0,-3.99265,172.0
03-25-2022,170.0,7139c8db  Planned_Obsolescence_STU,157.5,0.348,172.0,-0.98819,143.0
03-25-2022,170.0,7830dcbb  Lucas test,157.5,0.22176,147.0,-3.04089,168.0
03-25-2022,172.0,169b45f0  Overfitters,158.5,0.312,166.0,-1.57675,151.0
03-25-2022,173.0,90d29bb6  InvesTUM,159.5,0.356,174.0,-1.14526,145.0
03-25-2022,58.0,fbb48f7b  USYD_BA_Students,64.5,0.13458,1.0,-0.20162,128.0
03-24-2022,112.0,8c13bdf6  Probabilistic Forecaster,99.5,0.16292,107.0,1.49506,92.0
03-24-2022,21.0,38c7fc7b  MP,47.0,0.15444,27.0,1.96535,67.0
03-24-2022,175.0,9078bb5f  Computer says no,163.5,0.308,164.0,-2.23499,163.0
03-24-2022,55.0,2f030cc5  Sushant,64.0,0.16,56.0,1.91651,72.0
03-24-2022,3.0,dd543bd7  Pul95,9.0,0.14897,9.0,3.34947,9.0
03-24-2022,57.0,dfb3c499  Navi,66.0,0.16743,115.0,2.93403,17.0
03-24-2022,44.0,07c9170b  Dream Team,56.5,0.15159,17.0,1.40268,96.0
03-24-2022,62.0,4487833b  h2dcforever,67.5,0.15593,33.0,1.2258,102.0
03-24-2022,62.0,fbb48f7b  USYD_BA_Students,67.5,0.13763,1.0,-0.60876,134.0
03-24-2022,62.0,0db5fc0c  USYD_PRAZ,67.5,0.13763,1.0,-0.60876,134.0
03-24-2022,60.0,3d227c13  Spyros M,67.0,0.16,56.0,1.76984,78.0
03-24-2022,60.0,7cb34dbb  sebast,67.0,0.15993,55.0,1.7584,79.0
03-24-2022,58.0,d252b0cc  Angel Lordan BCN,66.5,0.15488,29.0,1.19797,104.0
03-24-2022,58.0,bccf94bb  namaste_STU,66.5,0.16073,95.0,2.21237,38.0
03-24-2022,56.0,1374c1f1  Lo Kheng Hong,64.5,0.16109,100.0,2.55995,29.0
03-24-2022,66.0,2b8b032c  AEML,69.5,0.16147,104.0,2.37119,35.0
03-24-2022,66.0,b57b89cd  ott rush rush rush,69.5,0.16,56.0,1.67788,83.0
03-24-2022,54.0,3900b673  Stochoshi,63.5,0.14916,10.0,0.49246,117.0
03-24-2022,53.0,d9143cc1  crazy_jhkim,63.0,0.16703,114.0,3.2947,12.0
03-24-2022,51.0,3862cc83  Dull AI,61.5,0.16007,89.0,2.37402,34.0
03-24-2022,51.0,cf2d56c6  Vineeth,61.5,0.15348,23.0,1.32581,100.0
03-24-2022,49.0,c53b3306  TKIM,61.0,0.15603,36.0,1.62117,86.0
03-24-2022,49.0,644389bc  lifters,61.0,0.16119,101.0,2.84359,21.0
03-24-2022,48.0,9b7bb959  LAIR,60.0,0.1605,90.0,2.52524,30.0
03-24-2022,45.0,c8f498d2  akshay,57.0,0.14413,4.0,0.97347,110.0
03-24-2022,68.0,0b1bfb9c  T,70.0,0.16,56.0,1.6533,84.0
03-24-2022,100.0,190cb995  Placeholder,91.5,0.27447,159.0,2.75335,24.0
03-24-2022,79.0,b4977cb7  DLM_CX,76.0,0.16773,116.0,2.23971,36.0
03-24-2022,132.0,656bb49c  BayesianIsFun,120.0,0.16597,110.0,-0.3283,130.0
03-24-2022,86.0,31bb28c9  ouranos,81.5,0.15928,50.0,0.62181,113.0
03-24-2022,85.0,9bf7ccb3  auto.arima and a dream,81.0,0.17056,122.0,2.16837,40.0
03-24-2022,84.0,1bdff261  Arnoud,80.5,0.16078,96.0,1.99621,65.0
03-24-2022,83.0,93f5f872  enrique.bin,80.0,0.1605,90.0,1.91844,70.0
03-24-2022,82.0,6133c0d7  Proexe,79.5,0.17555,127.0,2.45075,32.0
03-24-2022,81.0,d9bc9425  chicken_STU,78.5,0.256,154.0,4.16826,3.0
03-24-2022,80.0,916fdfd9  TheRiskTakers,78.0,0.15259,20.0,-0.62754,136.0
03-24-2022,78.0,d50c10cd  Wallace,75.0,0.1591,49.0,1.26012,101.0
03-24-2022,69.0,d64f73c2  Advanced Analytics Team,70.5,0.16,56.0,1.64186,85.0
03-24-2022,77.0,fb07c974  FabulousFab,73.0,0.16884,119.0,2.59085,27.0
03-24-2022,75.0,4cb8b66c  Spoonman,72.5,0.16,56.0,1.55439,89.0
03-24-2022,75.0,2ddbfd56  Shrish,72.5,0.17952,130.0,3.03051,15.0
03-24-2022,74.0,0102b20c  Apollo,72.0,0.14521,5.0,-0.69747,139.0
03-24-2022,72.0,380c6343  PREMIA,71.5,0.18762,137.0,3.5687,6.0
03-24-2022,72.0,b681845b  Ludo,71.5,0.16136,102.0,2.12402,41.0
03-24-2022,70.0,5ff2c089  edo-gin,71.0,0.16556,109.0,2.40649,33.0
03-24-2022,70.0,14cbb019  NEOMABS_STU,71.0,0.1609,98.0,2.05778,44.0
03-24-2022,47.0,b44cc9cc  Crazy.Jim,58.5,0.15086,12.0,1.16908,105.0
03-24-2022,46.0,db21f28b  21,58.0,0.15862,47.0,1.93069,69.0
03-24-2022,65.0,41c16cc4  Felix_STU,68.5,0.1576,39.0,1.37638,98.0
03-24-2022,14.0,515b11f9  Venu,29.5,0.15777,40.0,2.87316,19.0
03-24-2022,87.0,d40031cb  crazy_,83.0,0.1605,90.0,1.77393,76.0
03-24-2022,42.0,1cd83ccc  Hustlers,55.5,0.16085,97.0,3.04142,14.0
03-24-2022,20.0,b1002bc9  AdaGaussMC_STU,43.5,0.15119,14.0,1.87035,73.0
03-24-2022,19.0,71b47b97  microprediction,41.0,0.1598,54.0,2.5732,28.0
03-24-2022,17.0,8c90882c  Submission 1 - 2022 03 06.csv,36.0,0.1584,46.0,2.60317,26.0
03-24-2022,17.0,08986844  Peters_STU,36.0,0.16,56.0,2.9994,16.0
03-24-2022,16.0,bc4b0314  MarcoGorelli,32.0,0.15814,42.0,2.77055,22.0
03-24-2022,15.0,cd597d34  HexagonalSloth_STU,30.0,0.15161,18.0,2.11437,42.0
03-24-2022,13.0,2b6cb11d  Master CVV,26.5,0.15282,22.0,2.45917,31.0
03-24-2022,88.0,0509c220  Droid,83.5,0.2028,144.0,2.76311,23.0
03-24-2022,12.0,bc8c2b83  Simply MinVar,25.5,0.1556,31.0,2.86063,20.0
03-24-2022,22.0,787d2872  JaimeLluch,47.5,0.15111,13.0,1.71729,82.0
03-24-2022,10.0,3b28f32c  Shipwreck,25.0,0.14572,6.0,2.05778,44.0
03-24-2022,9.0,39b9b3b1  gvg_1327,23.5,0.15674,37.0,3.33895,10.0
03-24-2022,7.0,d707cb75  M4-SL,21.0,0.15595,35.0,3.47089,7.0
03-24-2022,7.0,b17cd734  QuantM6.ai,21.0,0.15703,38.0,4.00709,4.0
03-24-2022,6.0,30c5c41c  Sidd - TMC,20.5,0.15489,30.0,3.3033,11.0
03-24-2022,2.0,c9b02591  mf,5.0,0.14831,8.0,4.46407,2.0
03-24-2022,23.0,2d729675  JackofAllTrades,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,34cf2f3f  Team Sahand,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,d5c78bbc  dummy,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,76fcf359  joechr_STU,50.0,0.16,56.0,2.05778,44.0
03-24-2022,43.0,d874631c  wp,56.0,0.15829,44.0,1.93411,68.0
03-24-2022,10.0,93560fbc  LightningForecasters,25.0,0.15358,25.0,2.72715,25.0
03-24-2022,41.0,28bcc3f9  Chloe,51.5,0.15593,33.0,1.91844,70.0
03-24-2022,23.0,2c1cbbbf  Fortuneteller,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,32cdcc24  M6 Dummy,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,d04974fb  jp_th,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,cfd8f183  Dan,50.0,0.15213,19.0,1.74018,81.0
03-24-2022,23.0,6193fbd1  vhs,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,dfcb064c  hm2200,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,880fbc83  lsa,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,3653df28  fright131,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,ccbb0fd2  market_bulls,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,dd8bb8b0  Jupayters,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,b2b1cbc6  exdelphi,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,15db49cb  bingo,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,ffbf60c3  Dodger Federer,50.0,0.16,56.0,2.05778,44.0
03-24-2022,23.0,2c78c015  flsck,50.0,0.16,56.0,2.05778,44.0
03-24-2022,132.0,22dcdc75  VTAI,120.0,0.23343,152.0,1.56362,88.0
03-24-2022,5.0,60b1d9cc  Pike Place Bets,19.5,0.15403,26.0,3.17326,13.0
03-24-2022,4.0,1d3cd369  Rogal Dorn,12.0,0.15137,16.0,3.39714,8.0
03-24-2022,146.0,c261b5c3  Alfa,129.0,0.16247,106.0,-1.44228,152.0
03-24-2022,135.0,ccb2bfb9  Quantmetry,121.5,0.18008,131.0,0.77713,112.0
03-24-2022,89.0,b4dd7019  CUFE,84.0,0.22548,150.0,2.92775,18.0
03-24-2022,152.0,78cc44f1  RocketShip AI,134.0,0.21678,145.0,0.23968,123.0
03-24-2022,151.0,5004c81c  BSel_STU,132.0,0.16944,120.0,-0.94389,144.0
03-24-2022,150.0,b875c91c  Alcácer,131.5,0.16176,105.0,-1.85075,158.0
03-24-2022,149.0,20fbd380  smart,131.0,0.2992,163.0,1.36985,99.0
03-24-2022,148.0,917cb964  aggrwl,130.0,0.16837,118.0,-0.85506,142.0
03-24-2022,147.0,6954b3b1  buffet,129.5,0.328,169.0,1.51555,90.0
03-24-2022,158.0,96609938  JcBou,140.5,0.348,173.0,1.03271,108.0
03-24-2022,92.0,dcc0145b  Stonks,86.0,0.31784,167.0,3.80061,5.0
03-24-2022,145.0,66752bbc  Inve$t,128.0,0.19437,140.0,0.57589,116.0
03-24-2022,143.0,d562f28c  Super3,127.0,0.18233,134.0,0.27716,120.0
03-24-2022,142.0,f250dfc3  AM naïve,126.0,0.28866,161.0,1.51149,91.0
03-24-2022,141.0,66c4f4fd  M6 Submission1 Team RU,125.5,0.2648,156.0,1.43416,95.0
03-24-2022,140.0,89c29b7d  washi_wa_ou,125.0,0.16803,117.0,-0.57363,133.0
03-24-2022,139.0,6f6dc500  Evergi,124.5,0.17329,125.0,0.20972,124.0
03-24-2022,138.0,dcc4c022  Porto,123.0,0.17566,128.0,0.44737,118.0
03-24-2022,137.0,4bcf288b  crazy_quan,122.5,0.16004,88.0,-1.76621,157.0
03-24-2022,132.0,dd807d74  noname,120.0,0.16068,94.0,-1.13045,146.0
03-24-2022,153.0,2bc96665  Command Line Heroes,137.0,0.22357,149.0,0.14079,125.0
03-24-2022,154.0,98669526  Lion DS,138.5,0.33124,170.0,1.05848,107.0
03-24-2022,160.0,bbb3c357  Galloping Gargoyles,142.5,0.17466,126.0,-1.85502,159.0
03-24-2022,115.0,f8fbd1bf  Selamlar,101.5,0.31437,166.0,2.21916,37.0
03-24-2022,155.0,59405297  Hamid,139.5,0.312,165.0,0.58175,114.0
03-24-2022,166.0,84d63b80  forengeeks,146.0,0.17183,123.0,-2.69325,169.0
03-24-2022,174.0,05cd7224  ma7,163.0,0.34,171.0,-1.60091,155.0
03-24-2022,173.0,90d29bb6  InvesTUM,160.5,0.348,173.0,-1.24553,148.0
03-24-2022,172.0,7830dcbb  Lucas test,157.5,0.22184,148.0,-2.54866,167.0
03-24-2022,171.0,7589718c  DeepFuture,156.0,0.19743,141.0,-3.48474,171.0
03-24-2022,169.0,c47b9db1  Numerical Stochastics,152.5,0.202,143.0,-1.9482,162.0
03-24-2022,169.0,169b45f0  Overfitters,152.5,0.324,168.0,-0.66935,137.0
03-24-2022,168.0,47dc617b  gmobaz,152.0,0.38502,175.0,-0.30265,129.0
03-24-2022,167.0,7139c8db  Planned_Obsolescence_STU,151.0,0.34,171.0,-0.36304,131.0
03-24-2022,165.0,939398bd  handsome boy,145.5,0.1704,121.0,-3.0255,170.0
03-24-2022,156.0,bfd7c457  Minore,140.0,0.16507,108.0,-3.48759,172.0
03-24-2022,164.0,538b0bb5  Olex,145.0,0.186,136.0,-1.57138,154.0
03-24-2022,163.0,f4767b9c  M37,144.5,0.26876,157.0,-0.36755,132.0
03-24-2022,162.0,12b14bfc  Drazencap,143.5,0.28512,160.0,-0.10131,127.0
03-24-2022,161.0,f743b142  SimpleBest,143.0,0.21697,146.0,-0.74613,140.0
03-24-2022,135.0,cd4803dc  deathReaper0965,121.5,0.18133,132.0,0.87888,111.0
03-24-2022,143.0,c29fbf4f  idatafactory,127.0,0.18574,135.0,0.43845,119.0
03-24-2022,114.0,921f735d  PortfolioQuant,100.5,0.15483,28.0,-4.86456,173.0
03-24-2022,102.0,5c0347cc  cantabrigian,93.0,0.16097,99.0,1.61993,87.0
03-24-2022,92.0,db442696  berserk_HKU,86.0,0.1501,11.0,-1.94511,161.0
03-24-2022,1.0,b4264c50  HTW Berlin,2.0,0.14325,3.0,5.30368,1.0
03-24-2022,131.0,c34d255b  IDSIA_STU,118.0,0.29245,162.0,1.85337,74.0
03-24-2022,99.0,5c7bb709  rnrq,91.0,0.14788,7.0,-8.56355,175.0
03-24-2022,106.0,5575925b  jatin,96.0,0.15942,51.0,-0.75489,141.0
03-24-2022,106.0,47dd8149  MyBloodyValentine,96.0,0.1579,41.0,-1.4126,151.0
03-24-2022,105.0,1240bcc8  cn ccc,95.0,0.15836,45.0,-1.10538,145.0
03-24-2022,104.0,3cd1929f  Thedenizens,94.0,0.17296,124.0,2.03336,64.0
03-24-2022,156.0,f5d74bfb  Bruce,140.0,0.1814,133.0,-1.13328,147.0
03-24-2022,158.0,87852799  NAU,140.5,0.26136,155.0,0.09185,126.0
03-24-2022,102.0,5fc3bcc4  FAB,93.0,0.21747,147.0,2.1937,39.0
03-24-2022,100.0,3bdbc3c0  FredViole_STU,91.5,0.15133,15.0,-2.62279,168.0
03-24-2022,98.0,5fbf807c  Guy in NYC,89.0,0.16,56.0,0.25305,122.0
03-24-2022,109.0,872bdbc9  Tilefish Poele,97.0,0.23123,151.0,2.11433,43.0
03-24-2022,96.0,b5188797  Invest to get rich,88.5,0.15351,24.0,-1.51925,153.0
03-24-2022,96.0,b3bbdb72  ankit,88.5,0.16,56.0,0.25534,121.0
03-24-2022,95.0,bbf60ff1  Handel,88.0,0.15899,48.0,-0.23584,128.0
03-24-2022,94.0,f067b9f5  Europans,86.5,0.179,129.0,2.05778,44.0
03-24-2022,90.0,856618c2  aaron1339,85.5,0.16,56.0,0.57934,115.0
03-24-2022,90.0,91716b78  RaduR,85.5,0.1526,21.0,-1.36178,150.0
03-24-2022,106.0,63c2f835  Arbol,96.0,0.1605,90.0,1.2258,102.0
03-24-2022,116.0,d18b809d  VC,102.0,0.19,138.0,1.96933,66.0
03-24-2022,112.0,bc9c8c4c  geo,99.5,0.16,56.0,-0.86155,143.0
03-24-2022,109.0,b974c16c  Airlab,97.0,0.16,56.0,-0.68515,138.0
03-24-2022,130.0,9ddb66b4  FUW Patrol_STU,117.5,0.27203,158.0,1.77027,77.0
03-24-2022,121.0,b6b963b5  ds,106.0,0.16,56.0,-1.62788,156.0
03-24-2022,129.0,c3b8d4fc  us3,116.5,0.19138,139.0,1.43795,94.0
03-24-2022,128.0,48cf320f  ML6team,114.0,0.248,153.0,1.78912,75.0
03-24-2022,127.0,860fb4bb  evan.kang,111.0,0.19744,142.0,1.7544,80.0
03-24-2022,125.0,203bb693  SKIZIODS,109.0,0.15976,53.0,-2.33142,165.0
03-24-2022,125.0,c674f84b  MORPHEMIC,109.0,0.15947,52.0,-2.36158,166.0
03-24-2022,123.0,5f3cc21b  garch_chen,108.5,0.15822,43.0,-5.12927,174.0
03-24-2022,123.0,4b556c23  Up-and-Down,108.5,0.16605,111.0,1.09919,106.0
03-24-2022,122.0,d10b6093  srrsrr,108.0,0.16,56.0,-1.87029,160.0
03-24-2022,120.0,b42b1297  deffro,105.5,0.16136,102.0,1.01065,109.0
03-24-2022,111.0,611c19d0  Chris Miles,98.0,0.15567,32.0,-2.25623,164.0
03-24-2022,119.0,86458890  HMMBySJ,104.5,0.16686,112.0,1.39574,97.0
03-24-2022,118.0,b3d7dbc2  ENJINE,103.0,0.16694,113.0,1.47803,93.0
03-24-2022,117.0,1995b9c2  FunWithFlags,102.5,0.16,56.0,-1.26282,149.0
03-23-2022,54.0,d50c10cd  Wallace,61.0,0.15174,26.0,1.98834,96.0
03-23-2022,52.0,d252b0cc  Angel Lordan BCN,59.5,0.15222,29.0,2.1167,90.0
03-23-2022,22.0,787d2872  JaimeLluch,45.0,0.14786,12.0,2.46712,78.0
03-23-2022,175.0,05cd7224  manblue,164.5,0.356,172.0,-2.32803,157.0
03-23-2022,21.0,3862cc83  Dull AI,40.5,0.16,52.0,2.96611,29.0
03-23-2022,3.0,60b1d9cc  Pike Place Bets,16.0,0.15099,22.0,3.7411,10.0
03-23-2022,3.0,c9b02591  mf,16.0,0.14973,17.0,3.55473,15.0
03-23-2022,5.0,dd543bd7  Pul95,21.5,0.14592,10.0,2.88363,33.0
03-23-2022,5.0,b17cd734  QuantM6.ai,21.5,0.14801,13.0,2.95821,30.0
03-23-2022,8.0,d707cb75  M4-SL,22.5,0.15756,41.0,4.59153,4.0
03-23-2022,41.0,bc8c2b83  Simply MinVar,49.0,0.15207,28.0,2.63972,70.0
03-23-2022,9.0,3b28f32c  Shipwreck,24.5,0.14362,7.0,2.73388,42.0
03-23-2022,19.0,38c7fc7b  MP,36.5,0.15397,32.0,2.77257,41.0
03-23-2022,12.0,39b9b3b1  gvg_1327,27.5,0.1558,37.0,3.45861,18.0
03-23-2022,23.0,15db49cb  bingo,47.0,0.16,52.0,2.73388,42.0
03-23-2022,13.0,8c90882c  Submission 1 - 2022 03 06.csv,28.0,0.15552,36.0,3.35238,20.0
03-23-2022,14.0,b1002bc9  AdaGaussMC_STU,28.5,0.15016,18.0,2.77906,39.0
03-23-2022,15.0,cd597d34  HexagonalSloth_STU,29.0,0.15079,20.0,2.78763,38.0
03-23-2022,16.0,bc4b0314  MarcoGorelli,29.5,0.15877,46.0,3.60189,13.0
03-23-2022,23.0,3653df28  fright131,47.0,0.16,52.0,2.73388,42.0
03-23-2022,40.0,cfd8f183  Dan,47.5,0.1506,19.0,2.49437,76.0
03-23-2022,144.0,656bb49c  BayesianIsFun,129.5,0.17277,123.0,-0.99147,136.0
03-23-2022,10.0,2b6cb11d  Master CVV,25.0,0.15132,23.0,3.09322,27.0
03-23-2022,42.0,07c9170b  Dream Team,50.0,0.14759,11.0,2.25275,89.0
03-23-2022,89.0,db442696  berserk_HKU,84.0,0.1421,5.0,-2.79438,163.0
03-23-2022,64.0,0db5fc0c  USYD_PRAZ,67.5,0.13519,1.0,-0.94207,134.0
03-23-2022,23.0,2d729675  JackofAllTrades,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,34cf2f3f  Team Sahand,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,d5c78bbc  dummy,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,76fcf359  joechr_STU,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,2c78c015  flsck,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,ffbf60c3  Dodger Federer,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,b2b1cbc6  exdelphi,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,2c1cbbbf  Fortuneteller,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,dd8bb8b0  Jupayters,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,ccbb0fd2  market_bulls,47.0,0.16,52.0,2.73388,42.0
03-23-2022,87.0,b57b89cd  ott rush rush rush,82.5,0.16,52.0,0.61977,113.0
03-23-2022,23.0,880fbc83  lsa,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,dfcb064c  hm2200,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,6193fbd1  vhs,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,d04974fb  jp_th,47.0,0.16,52.0,2.73388,42.0
03-23-2022,23.0,32cdcc24  M6 Dummy,47.0,0.16,52.0,2.73388,42.0
03-23-2022,17.0,515b11f9  Venu,32.0,0.15759,43.0,3.27763,21.0
03-23-2022,18.0,9b7bb959  LAIR,35.5,0.16,52.0,3.37297,19.0
03-23-2022,87.0,bccf94bb  namaste_STU,82.5,0.16178,102.0,2.70165,63.0
03-23-2022,50.0,cf2d56c6  Vineeth,59.0,0.15339,31.0,2.28052,87.0
03-23-2022,78.0,b4977cb7  DLM_CX,77.5,0.16947,119.0,2.83111,36.0
03-23-2022,67.0,0b1bfb9c  T,69.0,0.16,52.0,2.28863,86.0
03-23-2022,82.0,856618c2  aaron1339,80.5,0.16,52.0,0.81623,109.0
03-23-2022,66.0,4487833b  h2dcforever,68.5,0.15665,39.0,1.87027,98.0
03-23-2022,64.0,fbb48f7b  USYD_BA_Students,67.5,0.13519,1.0,-0.94207,134.0
03-23-2022,46.0,28bcc3f9  Chloe,55.0,0.15665,39.0,2.63825,71.0
03-23-2022,46.0,d874631c  wp,55.0,0.15756,41.0,2.64175,69.0
03-23-2022,48.0,3900b673  Stochoshi,58.0,0.14583,9.0,0.92803,107.0
03-23-2022,48.0,d40031cb  crazy_,58.0,0.16,52.0,2.69225,64.0
03-23-2022,50.0,71b47b97  microprediction,59.0,0.16058,92.0,3.09629,26.0
03-23-2022,11.0,30c5c41c  Sidd - TMC,25.5,0.15477,35.0,3.54196,16.0
03-23-2022,52.0,c8f498d2  akshay,59.5,0.13917,3.0,0.50053,116.0
03-23-2022,45.0,644389bc  lifters,54.5,0.16162,101.0,3.90853,8.0
03-23-2022,54.0,dfb3c499  Navi,61.0,0.16815,115.0,3.93852,7.0
03-23-2022,56.0,93f5f872  enrique.bin,61.5,0.16,52.0,2.63825,71.0
03-23-2022,56.0,d9143cc1  crazy_jhkim,61.5,0.16621,112.0,3.66379,11.0
03-23-2022,58.0,d64f73c2  Advanced Analytics Team,63.5,0.16,52.0,2.52313,75.0
03-23-2022,59.0,1374c1f1  Lo Kheng Hong,65.5,0.16197,103.0,3.01494,28.0
03-23-2022,60.0,fb07c974  FabulousFab,66.0,0.16856,118.0,3.56915,14.0
03-23-2022,85.0,4cb8b66c  Spoonman,81.0,0.16,52.0,0.74621,110.0
03-23-2022,85.0,b5188797  Invest to get rich,81.0,0.14866,15.0,-1.68362,147.0
03-23-2022,82.0,1bdff261  Arnoud,80.5,0.16078,96.0,2.67888,65.0
03-23-2022,43.0,1cd83ccc  Hustlers,51.0,0.16085,97.0,4.02553,5.0
03-23-2022,109.0,1240bcc8  cn ccc,96.0,0.15155,25.0,-3.04023,167.0
03-23-2022,67.0,0102b20c  Apollo,69.0,0.14229,6.0,-0.88172,132.0
03-23-2022,69.0,14cbb019  NEOMABS_STU,70.0,0.16112,98.0,2.73388,42.0
03-23-2022,70.0,c53b3306  TKIM,71.0,0.15605,38.0,1.33143,104.0
03-23-2022,71.0,380c6343  PREMIA,72.0,0.19199,138.0,3.96236,6.0
03-23-2022,72.0,7cb34dbb  sebast,72.5,0.15811,45.0,1.87003,100.0
03-23-2022,73.0,63c2f835  Arbol,75.0,0.16,52.0,1.87027,98.0
03-23-2022,74.0,6133c0d7  Proexe,75.5,0.17667,127.0,3.21933,24.0
03-23-2022,75.0,31bb28c9  ouranos,76.0,0.15975,49.0,1.42921,103.0
